,cluster_nl,date,launch_date
358,BRAND_2D13_COUNTRY_0C7D,2023-03-01,2022-11-01
359,BRAND_2D13_COUNTRY_0C7D,2023-04-01,2022-11-01
360,BRAND_2D13_COUNTRY_0C7D,2023-05-01,2022-11-01
361,BRAND_2D13_COUNTRY_0C7D,2023-06-01,2022-11-01
362,BRAND_2D13_COUNTRY_0C7D,2023-07-01,2022-11-01
363,BRAND_2D13_COUNTRY_0C7D,2023-08-01,2022-11-01
364,BRAND_2D13_COUNTRY_0C7D,2023-09-01,2022-11-01
365,BRAND_2D13_COUNTRY_0C7D,2023-10-01,2022-11-01
366,BRAND_2D13_COUNTRY_0C7D,2023-11-01,2022-11-01
367,BRAND_2D13_COUNTRY_0C7D,2023-12-01,2022-11-01
368,BRAND_3938_COUNTRY_5A54,2023-09-01,2023-09-01
369,BRAND_3938_COUNTRY_5A54,2023-10-01,2023-09-01
370,BRAND_3938_COUNTRY_5A54,2023-11-01,2023-09-01
371,BRAND_3938_COUNTRY_5A54,2023-12-01,2023-09-01
372,BRAND_3938_COUNTRY_907E,2023-01-01,2022-12-01
373,BRAND_3938_COUNTRY_907E,2023-02-01,2022-12-01
374,BRAND_3938_COUNTRY_907E,2023-03-01,2022-12-01
375,BRAND_3938_COUNTRY_907E,2023-04-01,2022-12-01
376,BRAND_3938_COUNTRY_907E,2023-05-01,2022-12-01
377,BRAND_3938_COUNTRY_907E,2023-06-01,2022-12-01
378,BRAND_3938_COUNTRY_907E,2023-07-01,2022-12-01
379,BRAND_3938_COUNTRY_907E,2023-08-01,2022-12-01
380,BRAND_3938_COUNTRY_907E,2023-09-01,2022-12-01
381,BRAND_3938_COUNTRY_907E,2023-10-01,2022-12-01
382,BRAND_3938_COUNTRY_907E,2023-11-01,2022-12-01
383,BRAND_3938_COUNTRY_907E,2023-12-01,2022-12-01
384,BRAND_3CEB_COUNTRY_7D31,2023-01-01,2022-02-01
385,BRAND_3CEB_COUNTRY_7D31,2023-02-01,2022-02-01
386,BRAND_3CEB_COUNTRY_7D31,2023-03-01,2022-02-01
387,BRAND_3CEB_COUNTRY_7D31,2023-04-01,2022-02-01
388,BRAND_3CEB_COUNTRY_7D31,2023-05-01,2022-02-01
389,BRAND_3CEB_COUNTRY_7D31,2023-06-01,2022-02-01
390,BRAND_3CEB_COUNTRY_7D31,2023-07-01,2022-02-01
391,BRAND_3CEB_COUNTRY_7D31,2023-08-01,2022-02-01
392,BRAND_3CEB_COUNTRY_7D31,2023-09-01,2022-02-01
393,BRAND_3CEB_COUNTRY_7D31,2023-10-01,2022-02-01
394,BRAND_3CEB_COUNTRY_7D31,2023-11-01,2022-02-01
395,BRAND_3CEB_COUNTRY_7D31,2023-12-01,2022-02-01
396,BRAND_417D_COUNTRY_B6AE,2023-12-01,2023-09-01
397,BRAND_4710_COUNTRY_5FEB,2023-01-01,2022-12-01
398,BRAND_4710_COUNTRY_5FEB,2023-02-01,2022-12-01
399,BRAND_4710_COUNTRY_5FEB,2023-03-01,2022-12-01
400,BRAND_4710_COUNTRY_5FEB,2023-04-01,2022-12-01
401,BRAND_4710_COUNTRY_5FEB,2023-05-01,2022-12-01
402,BRAND_4710_COUNTRY_5FEB,2023-06-01,2022-12-01
403,BRAND_4710_COUNTRY_5FEB,2023-07-01,2022-12-01
404,BRAND_4710_COUNTRY_5FEB,2023-08-01,2022-12-01
405,BRAND_4710_COUNTRY_5FEB,2023-09-01,2022-12-01
406,BRAND_4710_COUNTRY_5FEB,2023-10-01,2022-12-01
407,BRAND_4710_COUNTRY_5FEB,2023-11-01,2022-12-01
408,BRAND_4710_COUNTRY_5FEB,2023-12-01,2022-12-01
409,BRAND_4888_COUNTRY_AE54,2023-01-01,2022-02-01
410,BRAND_4888_COUNTRY_AE54,2023-02-01,2022-02-01
411,BRAND_4888_COUNTRY_AE54,2023-03-01,2022-02-01
412,BRAND_4888_COUNTRY_AE54,2023-04-01,2022-02-01
413,BRAND_4888_COUNTRY_AE54,2023-05-01,2022-02-01
414,BRAND_4888_COUNTRY_AE54,2023-06-01,2022-02-01
415,BRAND_4888_COUNTRY_AE54,2023-07-01,2022-02-01
416,BRAND_4888_COUNTRY_AE54,2023-08-01,2022-02-01
417,BRAND_4888_COUNTRY_AE54,2023-09-01,2022-02-01
418,BRAND_4888_COUNTRY_AE54,2023-10-01,2022-02-01
419,BRAND_4888_COUNTRY_AE54,2023-11-01,2022-02-01
420,BRAND_4888_COUNTRY_AE54,2023-12-01,2022-02-01
421,BRAND_4F19_COUNTRY_5FEB,2023-01-01,2022-01-01
422,BRAND_4F19_COUNTRY_5FEB,2023-02-01,2022-01-01
423,BRAND_4F19_COUNTRY_5FEB,2023-03-01,2022-01-01
424,BRAND_4F19_COUNTRY_5FEB,2023-04-01,2022-01-01
425,BRAND_4F19_COUNTRY_5FEB,2023-05-01,2022-01-01
426,BRAND_4F19_COUNTRY_5FEB,2023-06-01,2022-01-01
427,BRAND_4F19_COUNTRY_5FEB,2023-07-01,2022-01-01
428,BRAND_4F19_COUNTRY_5FEB,2023-08-01,2022-01-01
429,BRAND_4F19_COUNTRY_5FEB,2023-09-01,2022-01-01
430,BRAND_4F19_COUNTRY_5FEB,2023-10-01,2022-01-01
431,BRAND_4F19_COUNTRY_5FEB,2023-11-01,2022-01-01
432,BRAND_4F19_COUNTRY_5FEB,2023-12-01,2022-01-01
433,BRAND_599D_COUNTRY_C51E,2023-01-01,2022-02-01
434,BRAND_599D_COUNTRY_C51E,2023-02-01,2022-02-01
435,BRAND_599D_COUNTRY_C51E,2023-03-01,2022-02-01
436,BRAND_599D_COUNTRY_C51E,2023-04-01,2022-02-01
437,BRAND_599D_COUNTRY_C51E,2023-05-01,2022-02-01
438,BRAND_599D_COUNTRY_C51E,2023-06-01,2022-02-01
439,BRAND_599D_COUNTRY_C51E,2023-07-01,2022-02-01
440,BRAND_599D_COUNTRY_C51E,2023-08-01,2022-02-01
441,BRAND_599D_COUNTRY_C51E,2023-09-01,2022-02-01
442,BRAND_599D_COUNTRY_C51E,2023-10-01,2022-02-01
443,BRAND_599D_COUNTRY_C51E,2023-11-01,2022-02-01
444,BRAND_599D_COUNTRY_C51E,2023-12-01,2022-02-01
445,BRAND_5E80_COUNTRY_4D48,2023-02-01,2023-02-01
446,BRAND_5E80_COUNTRY_4D48,2023-03-01,2023-02-01
447,BRAND_5E80_COUNTRY_4D48,2023-04-01,2023-02-01
448,BRAND_5E80_COUNTRY_4D48,2023-05-01,2023-02-01
449,BRAND_5E80_COUNTRY_4D48,2023-06-01,2023-02-01
450,BRAND_5E80_COUNTRY_4D48,2023-07-01,2023-02-01
451,BRAND_5E80_COUNTRY_4D48,2023-08-01,2023-02-01
452,BRAND_5E80_COUNTRY_4D48,2023-09-01,2023-02-01
453,BRAND_5E80_COUNTRY_4D48,2023-10-01,2023-02-01
454,BRAND_5E80_COUNTRY_4D48,2023-11-01,2023-02-01
455,BRAND_5E80_COUNTRY_4D48,2023-12-01,2023-02-01
456,BRAND_60F2_COUNTRY_C89B,2023-01-01,2022-03-01
457,BRAND_60F2_COUNTRY_C89B,2023-02-01,2022-03-01
458,BRAND_60F2_COUNTRY_C89B,2023-03-01,2022-03-01
459,BRAND_60F2_COUNTRY_C89B,2023-04-01,2022-03-01
460,BRAND_60F2_COUNTRY_C89B,2023-05-01,2022-03-01
461,BRAND_60F2_COUNTRY_C89B,2023-06-01,2022-03-01
462,BRAND_60F2_COUNTRY_C89B,2023-07-01,2022-03-01
463,BRAND_60F2_COUNTRY_C89B,2023-08-01,2022-03-01
464,BRAND_60F2_COUNTRY_C89B,2023-09-01,2022-03-01
465,BRAND_60F2_COUNTRY_C89B,2023-10-01,2022-03-01
466,BRAND_60F2_COUNTRY_C89B,2023-11-01,2022-03-01
467,BRAND_60F2_COUNTRY_C89B,2023-12-01,2022-03-01
468,BRAND_6200_COUNTRY_9488,2023-01-01,2022-05-01
469,BRAND_6200_COUNTRY_9488,2023-02-01,2022-05-01
470,BRAND_6200_COUNTRY_9488,2023-03-01,2022-05-01
471,BRAND_6200_COUNTRY_9488,2023-04-01,2022-05-01
472,BRAND_6200_COUNTRY_9488,2023-05-01,2022-05-01
473,BRAND_6200_COUNTRY_9488,2023-06-01,2022-05-01
474,BRAND_6200_COUNTRY_9488,2023-07-01,2022-05-01
475,BRAND_6200_COUNTRY_9488,2023-08-01,2022-05-01
476,BRAND_6200_COUNTRY_9488,2023-09-01,2022-05-01
477,BRAND_6200_COUNTRY_9488,2023-10-01,2022-05-01
478,BRAND_6200_COUNTRY_9488,2023-11-01,2022-05-01
479,BRAND_6200_COUNTRY_9488,2023-12-01,2022-05-01
480,BRAND_6646_COUNTRY_5FEB,2023-01-01,2022-02-01
481,BRAND_6646_COUNTRY_5FEB,2023-02-01,2022-02-01
482,BRAND_6646_COUNTRY_5FEB,2023-03-01,2022-02-01
483,BRAND_6646_COUNTRY_5FEB,2023-04-01,2022-02-01
484,BRAND_6646_COUNTRY_5FEB,2023-05-01,2022-02-01
485,BRAND_6646_COUNTRY_5FEB,2023-06-01,2022-02-01
486,BRAND_6646_COUNTRY_5FEB,2023-07-01,2022-02-01
487,BRAND_6646_COUNTRY_5FEB,2023-08-01,2022-02-01
488,BRAND_6646_COUNTRY_5FEB,2023-09-01,2022-02-01
489,BRAND_6646_COUNTRY_5FEB,2023-10-01,2022-02-01
490,BRAND_6646_COUNTRY_5FEB,2023-11-01,2022-02-01
491,BRAND_6646_COUNTRY_5FEB,2023-12-01,2022-02-01
492,BRAND_7065_COUNTRY_9488,2023-01-01,2022-01-01
493,BRAND_7065_COUNTRY_9488,2023-02-01,2022-01-01
494,BRAND_7065_COUNTRY_9488,2023-03-01,2022-01-01
495,BRAND_7065_COUNTRY_9488,2023-04-01,2022-01-01
496,BRAND_7065_COUNTRY_9488,2023-05-01,2022-01-01
497,BRAND_7065_COUNTRY_9488,2023-06-01,2022-01-01
498,BRAND_7065_COUNTRY_9488,2023-07-01,2022-01-01
499,BRAND_7065_COUNTRY_9488,2023-08-01,2022-01-01
500,BRAND_7065_COUNTRY_9488,2023-09-01,2022-01-01
501,BRAND_7065_COUNTRY_9488,2023-10-01,2022-01-01
502,BRAND_7065_COUNTRY_9488,2023-11-01,2022-01-01
503,BRAND_7065_COUNTRY_9488,2023-12-01,2022-01-01
504,BRAND_7250_COUNTRY_53A5,2023-11-01,2023-11-01
505,BRAND_7250_COUNTRY_53A5,2023-12-01,2023-11-01
506,BRAND_7250_COUNTRY_D8B0,2023-06-01,2023-06-01
507,BRAND_7250_COUNTRY_D8B0,2023-07-01,2023-06-01
508,BRAND_7250_COUNTRY_D8B0,2023-08-01,2023-06-01
509,BRAND_7250_COUNTRY_D8B0,2023-09-01,2023-06-01
510,BRAND_7250_COUNTRY_D8B0,2023-10-01,2023-06-01
511,BRAND_7250_COUNTRY_D8B0,2023-11-01,2023-06-01
512,BRAND_7250_COUNTRY_D8B0,2023-12-01,2023-06-01
513,BRAND_72DA_COUNTRY_B6AE,2023-09-01,2023-09-01
514,BRAND_72DA_COUNTRY_B6AE,2023-10-01,2023-09-01
515,BRAND_72DA_COUNTRY_B6AE,2023-11-01,2023-09-01
516,BRAND_740F_COUNTRY_0309,2023-01-01,2022-05-01
517,BRAND_740F_COUNTRY_0309,2023-02-01,2022-05-01
518,BRAND_740F_COUNTRY_0309,2023-03-01,2022-05-01
519,BRAND_740F_COUNTRY_0309,2023-04-01,2022-05-01
520,BRAND_740F_COUNTRY_0309,2023-05-01,2022-05-01
521,BRAND_740F_COUNTRY_0309,2023-06-01,2022-05-01
522,BRAND_740F_COUNTRY_0309,2023-07-01,2022-05-01
523,BRAND_740F_COUNTRY_0309,2023-08-01,2022-05-01
524,BRAND_740F_COUNTRY_0309,2023-09-01,2022-05-01
525,BRAND_740F_COUNTRY_0309,2023-10-01,2022-05-01
526,BRAND_740F_COUNTRY_0309,2023-11-01,2022-05-01
527,BRAND_740F_COUNTRY_0309,2023-12-01,2022-05-01
528,BRAND_740F_COUNTRY_06E4,2023-01-01,2022-05-01
529,BRAND_740F_COUNTRY_06E4,2023-02-01,2022-05-01
530,BRAND_740F_COUNTRY_06E4,2023-03-01,2022-05-01
531,BRAND_740F_COUNTRY_06E4,2023-04-01,2022-05-01
532,BRAND_740F_COUNTRY_06E4,2023-05-01,2022-05-01
533,BRAND_740F_COUNTRY_06E4,2023-06-01,2022-05-01
534,BRAND_740F_COUNTRY_06E4,2023-07-01,2022-05-01
535,BRAND_740F_COUNTRY_06E4,2023-08-01,2022-05-01
536,BRAND_740F_COUNTRY_06E4,2023-09-01,2022-05-01
537,BRAND_740F_COUNTRY_06E4,2023-10-01,2022-05-01
538,BRAND_740F_COUNTRY_06E4,2023-11-01,2022-05-01
539,BRAND_740F_COUNTRY_06E4,2023-12-01,2022-05-01
540,BRAND_740F_COUNTRY_3AD0,2023-01-01,2022-01-01
541,BRAND_740F_COUNTRY_3AD0,2023-02-01,2022-01-01
542,BRAND_740F_COUNTRY_3AD0,2023-03-01,2022-01-01
543,BRAND_740F_COUNTRY_3AD0,2023-04-01,2022-01-01
544,BRAND_740F_COUNTRY_3AD0,2023-05-01,2022-01-01
545,BRAND_740F_COUNTRY_3AD0,2023-06-01,2022-01-01
546,BRAND_740F_COUNTRY_3AD0,2023-07-01,2022-01-01
547,BRAND_740F_COUNTRY_3AD0,2023-08-01,2022-01-01
548,BRAND_740F_COUNTRY_3AD0,2023-09-01,2022-01-01
549,BRAND_740F_COUNTRY_3AD0,2023-10-01,2022-01-01
550,BRAND_740F_COUNTRY_3AD0,2023-11-01,2022-01-01
551,BRAND_740F_COUNTRY_3AD0,2023-12-01,2022-01-01
552,BRAND_740F_COUNTRY_4D48,2023-01-01,2022-09-01
553,BRAND_740F_COUNTRY_4D48,2023-02-01,2022-09-01
554,BRAND_740F_COUNTRY_4D48,2023-03-01,2022-09-01
555,BRAND_740F_COUNTRY_4D48,2023-04-01,2022-09-01
556,BRAND_740F_COUNTRY_4D48,2023-05-01,2022-09-01
557,BRAND_740F_COUNTRY_4D48,2023-06-01,2022-09-01
558,BRAND_740F_COUNTRY_4D48,2023-07-01,2022-09-01
559,BRAND_740F_COUNTRY_4D48,2023-08-01,2022-09-01
560,BRAND_740F_COUNTRY_4D48,2023-09-01,2022-09-01
561,BRAND_740F_COUNTRY_4D48,2023-10-01,2022-09-01
562,BRAND_740F_COUNTRY_4D48,2023-11-01,2022-09-01
563,BRAND_740F_COUNTRY_4D48,2023-12-01,2022-09-01
564,BRAND_740F_COUNTRY_5180,2023-01-01,2022-04-01
565,BRAND_740F_COUNTRY_5180,2023-02-01,2022-04-01
566,BRAND_740F_COUNTRY_5180,2023-03-01,2022-04-01
567,BRAND_740F_COUNTRY_5180,2023-04-01,2022-04-01
568,BRAND_740F_COUNTRY_5180,2023-05-01,2022-04-01
569,BRAND_740F_COUNTRY_5180,2023-06-01,2022-04-01
570,BRAND_740F_COUNTRY_5180,2023-07-01,2022-04-01
571,BRAND_740F_COUNTRY_5180,2023-08-01,2022-04-01
572,BRAND_740F_COUNTRY_5180,2023-09-01,2022-04-01
573,BRAND_740F_COUNTRY_5180,2023-10-01,2022-04-01
574,BRAND_740F_COUNTRY_5180,2023-11-01,2022-04-01
575,BRAND_740F_COUNTRY_5180,2023-12-01,2022-04-01
576,BRAND_740F_COUNTRY_53A5,2023-01-01,2022-07-01
577,BRAND_740F_COUNTRY_53A5,2023-02-01,2022-07-01
578,BRAND_740F_COUNTRY_53A5,2023-03-01,2022-07-01
579,BRAND_740F_COUNTRY_53A5,2023-04-01,2022-07-01
580,BRAND_740F_COUNTRY_53A5,2023-05-01,2022-07-01
581,BRAND_740F_COUNTRY_53A5,2023-06-01,2022-07-01
582,BRAND_740F_COUNTRY_53A5,2023-07-01,2022-07-01
583,BRAND_740F_COUNTRY_53A5,2023-08-01,2022-07-01
584,BRAND_740F_COUNTRY_53A5,2023-09-01,2022-07-01
585,BRAND_740F_COUNTRY_53A5,2023-10-01,2022-07-01
586,BRAND_740F_COUNTRY_53A5,2023-11-01,2022-07-01
587,BRAND_740F_COUNTRY_53A5,2023-12-01,2022-07-01
588,BRAND_740F_COUNTRY_6C16,2023-01-01,2022-06-01
589,BRAND_740F_COUNTRY_6C16,2023-02-01,2022-06-01
590,BRAND_740F_COUNTRY_6C16,2023-03-01,2022-06-01
591,BRAND_740F_COUNTRY_6C16,2023-04-01,2022-06-01
592,BRAND_740F_COUNTRY_6C16,2023-05-01,2022-06-01
593,BRAND_740F_COUNTRY_6C16,2023-06-01,2022-06-01
594,BRAND_740F_COUNTRY_6C16,2023-07-01,2022-06-01
595,BRAND_740F_COUNTRY_6C16,2023-08-01,2022-06-01
596,BRAND_740F_COUNTRY_6C16,2023-09-01,2022-06-01
597,BRAND_740F_COUNTRY_6C16,2023-10-01,2022-06-01
598,BRAND_740F_COUNTRY_6C16,2023-11-01,2022-06-01
599,BRAND_740F_COUNTRY_6C16,2023-12-01,2022-06-01
600,BRAND_740F_COUNTRY_6F78,2023-08-01,2023-08-01
601,BRAND_740F_COUNTRY_6F78,2023-09-01,2023-08-01
602,BRAND_740F_COUNTRY_6F78,2023-10-01,2023-08-01
603,BRAND_740F_COUNTRY_6F78,2023-11-01,2023-08-01
604,BRAND_740F_COUNTRY_6F78,2023-12-01,2023-08-01
605,BRAND_740F_COUNTRY_88A3,2023-01-01,2022-06-01
606,BRAND_740F_COUNTRY_88A3,2023-02-01,2022-06-01
607,BRAND_740F_COUNTRY_88A3,2023-03-01,2022-06-01
608,BRAND_740F_COUNTRY_88A3,2023-04-01,2022-06-01
609,BRAND_740F_COUNTRY_88A3,2023-05-01,2022-06-01
610,BRAND_740F_COUNTRY_88A3,2023-06-01,2022-06-01
611,BRAND_740F_COUNTRY_88A3,2023-07-01,2022-06-01
612,BRAND_740F_COUNTRY_88A3,2023-08-01,2022-06-01
613,BRAND_740F_COUNTRY_88A3,2023-09-01,2022-06-01
614,BRAND_740F_COUNTRY_88A3,2023-10-01,2022-06-01
615,BRAND_740F_COUNTRY_88A3,2023-11-01,2022-06-01
616,BRAND_740F_COUNTRY_88A3,2023-12-01,2022-06-01
617,BRAND_740F_COUNTRY_8B47,2023-01-01,2022-12-01
618,BRAND_740F_COUNTRY_8B47,2023-02-01,2022-12-01
619,BRAND_740F_COUNTRY_8B47,2023-03-01,2022-12-01
620,BRAND_740F_COUNTRY_8B47,2023-04-01,2022-12-01
621,BRAND_740F_COUNTRY_8B47,2023-05-01,2022-12-01
622,BRAND_740F_COUNTRY_8B47,2023-06-01,2022-12-01
623,BRAND_740F_COUNTRY_8B47,2023-07-01,2022-12-01
624,BRAND_740F_COUNTRY_8B47,2023-08-01,2022-12-01
625,BRAND_740F_COUNTRY_8B47,2023-09-01,2022-12-01
626,BRAND_740F_COUNTRY_8B47,2023-10-01,2022-12-01
627,BRAND_740F_COUNTRY_8B47,2023-11-01,2022-12-01
628,BRAND_740F_COUNTRY_8B47,2023-12-01,2022-12-01
629,BRAND_740F_COUNTRY_9488,2023-04-01,2023-04-01
630,BRAND_740F_COUNTRY_9488,2023-05-01,2023-04-01
631,BRAND_740F_COUNTRY_9488,2023-06-01,2023-04-01
632,BRAND_740F_COUNTRY_9488,2023-07-01,2023-04-01
633,BRAND_740F_COUNTRY_9488,2023-08-01,2023-04-01
634,BRAND_740F_COUNTRY_9488,2023-09-01,2023-04-01
635,BRAND_740F_COUNTRY_9488,2023-10-01,2023-04-01
636,BRAND_740F_COUNTRY_9488,2023-11-01,2023-04-01
637,BRAND_740F_COUNTRY_9488,2023-12-01,2023-04-01
638,BRAND_740F_COUNTRY_9891,2023-01-01,2022-06-01
639,BRAND_740F_COUNTRY_9891,2023-02-01,2022-06-01
640,BRAND_740F_COUNTRY_9891,2023-03-01,2022-06-01
641,BRAND_740F_COUNTRY_9891,2023-04-01,2022-06-01
642,BRAND_740F_COUNTRY_9891,2023-05-01,2022-06-01
643,BRAND_740F_COUNTRY_9891,2023-06-01,2022-06-01
644,BRAND_740F_COUNTRY_9891,2023-07-01,2022-06-01
645,BRAND_740F_COUNTRY_9891,2023-08-01,2022-06-01
646,BRAND_740F_COUNTRY_9891,2023-09-01,2022-06-01
647,BRAND_740F_COUNTRY_9891,2023-10-01,2022-06-01
648,BRAND_740F_COUNTRY_9891,2023-11-01,2022-06-01
649,BRAND_740F_COUNTRY_9891,2023-12-01,2022-06-01
650,BRAND_740F_COUNTRY_FA79,2023-11-01,2023-11-01
651,BRAND_740F_COUNTRY_FA79,2023-12-01,2023-11-01
652,BRAND_76D6_COUNTRY_AE54,2023-01-01,2022-10-01
653,BRAND_76D6_COUNTRY_AE54,2023-02-01,2022-10-01
654,BRAND_76D6_COUNTRY_AE54,2023-03-01,2022-10-01
655,BRAND_76D6_COUNTRY_AE54,2023-04-01,2022-10-01
656,BRAND_76D6_COUNTRY_AE54,2023-05-01,2022-10-01
657,BRAND_76D6_COUNTRY_AE54,2023-06-01,2022-10-01
658,BRAND_76D6_COUNTRY_AE54,2023-07-01,2022-10-01
659,BRAND_76D6_COUNTRY_AE54,2023-08-01,2022-10-01
660,BRAND_76D6_COUNTRY_AE54,2023-09-01,2022-10-01
661,BRAND_76D6_COUNTRY_AE54,2023-10-01,2022-10-01
662,BRAND_76D6_COUNTRY_AE54,2023-11-01,2022-10-01
663,BRAND_76D6_COUNTRY_AE54,2023-12-01,2022-10-01
664,BRAND_7BEC_COUNTRY_4253,2023-05-01,2023-05-01
665,BRAND_7BEC_COUNTRY_4253,2023-06-01,2023-05-01
666,BRAND_7BEC_COUNTRY_4253,2023-07-01,2023-05-01
667,BRAND_7BEC_COUNTRY_4253,2023-08-01,2023-05-01
668,BRAND_7BEC_COUNTRY_4253,2023-09-01,2023-05-01
669,BRAND_7BEC_COUNTRY_4253,2023-10-01,2023-05-01
670,BRAND_7BEC_COUNTRY_4253,2023-11-01,2023-05-01
671,BRAND_7BEC_COUNTRY_4253,2023-12-01,2023-05-01
672,BRAND_7BEC_COUNTRY_445D,2023-01-01,2022-02-01
673,BRAND_7BEC_COUNTRY_445D,2023-02-01,2022-02-01
674,BRAND_7BEC_COUNTRY_445D,2023-03-01,2022-02-01
675,BRAND_7BEC_COUNTRY_445D,2023-04-01,2022-02-01
676,BRAND_7BEC_COUNTRY_445D,2023-05-01,2022-02-01
677,BRAND_7BEC_COUNTRY_445D,2023-06-01,2022-02-01
678,BRAND_7BEC_COUNTRY_445D,2023-07-01,2022-02-01
679,BRAND_7BEC_COUNTRY_445D,2023-08-01,2022-02-01
680,BRAND_7BEC_COUNTRY_445D,2023-09-01,2022-02-01
681,BRAND_7BEC_COUNTRY_445D,2023-10-01,2022-02-01
682,BRAND_7BEC_COUNTRY_445D,2023-11-01,2022-02-01
683,BRAND_7BEC_COUNTRY_445D,2023-12-01,2022-02-01
684,BRAND_81A0_COUNTRY_9891,2023-12-01,2023-12-01
685,BRAND_8779_COUNTRY_84C8,2023-01-01,2022-02-01
686,BRAND_8779_COUNTRY_84C8,2023-02-01,2022-02-01
687,BRAND_8779_COUNTRY_84C8,2023-03-01,2022-02-01
688,BRAND_8779_COUNTRY_84C8,2023-04-01,2022-02-01
689,BRAND_8779_COUNTRY_84C8,2023-05-01,2022-02-01
690,BRAND_8779_COUNTRY_84C8,2023-06-01,2022-02-01
691,BRAND_8779_COUNTRY_84C8,2023-07-01,2022-02-01
692,BRAND_8779_COUNTRY_84C8,2023-08-01,2022-02-01
693,BRAND_8779_COUNTRY_84C8,2023-09-01,2022-02-01
694,BRAND_8779_COUNTRY_84C8,2023-10-01,2022-02-01
695,BRAND_8779_COUNTRY_84C8,2023-11-01,2022-02-01
696,BRAND_8779_COUNTRY_84C8,2023-12-01,2022-02-01
697,BRAND_89E4_COUNTRY_3F0E,2023-08-01,2023-08-01
698,BRAND_89E4_COUNTRY_3F0E,2023-09-01,2023-08-01
699,BRAND_89E4_COUNTRY_3F0E,2023-10-01,2023-08-01
700,BRAND_89E4_COUNTRY_3F0E,2023-11-01,2023-08-01
701,BRAND_89E4_COUNTRY_3F0E,2023-12-01,2023-08-01
702,BRAND_89E4_COUNTRY_7D31,2023-01-01,2022-11-01
703,BRAND_89E4_COUNTRY_7D31,2023-02-01,2022-11-01
704,BRAND_89E4_COUNTRY_7D31,2023-03-01,2022-11-01
705,BRAND_89E4_COUNTRY_7D31,2023-04-01,2022-11-01
706,BRAND_89E4_COUNTRY_7D31,2023-05-01,2022-11-01
707,BRAND_89E4_COUNTRY_7D31,2023-06-01,2022-11-01
708,BRAND_89E4_COUNTRY_7D31,2023-07-01,2022-11-01
709,BRAND_89E4_COUNTRY_7D31,2023-08-01,2022-11-01
710,BRAND_89E4_COUNTRY_7D31,2023-09-01,2022-11-01
711,BRAND_89E4_COUNTRY_7D31,2023-10-01,2022-11-01
712,BRAND_89E4_COUNTRY_7D31,2023-11-01,2022-11-01
713,BRAND_89E4_COUNTRY_7D31,2023-12-01,2022-11-01
