,cluster_nl,date,launch_date
1419,BRAND_E57A_COUNTRY_3AD0,2023-11-01,2022-01-01
1420,BRAND_E57A_COUNTRY_3AD0,2023-12-01,2022-01-01
1421,BRAND_E57A_COUNTRY_458E,2023-01-01,2022-10-01
1422,BRAND_E57A_COUNTRY_458E,2023-02-01,2022-10-01
1423,BRAND_E57A_COUNTRY_458E,2023-03-01,2022-10-01
1424,BRAND_E57A_COUNTRY_458E,2023-04-01,2022-10-01
1425,BRAND_E57A_COUNTRY_458E,2023-05-01,2022-10-01
1426,BRAND_E57A_COUNTRY_458E,2023-06-01,2022-10-01
1427,BRAND_E57A_COUNTRY_458E,2023-07-01,2022-10-01
1428,BRAND_E57A_COUNTRY_458E,2023-08-01,2022-10-01
1429,BRAND_E57A_COUNTRY_458E,2023-09-01,2022-10-01
1430,BRAND_E57A_COUNTRY_458E,2023-10-01,2022-10-01
1431,BRAND_E57A_COUNTRY_458E,2023-11-01,2022-10-01
1432,BRAND_E57A_COUNTRY_458E,2023-12-01,2022-10-01
1433,BRAND_E57A_COUNTRY_4D48,2023-01-01,2022-12-01
1434,BRAND_E57A_COUNTRY_4D48,2023-02-01,2022-12-01
1435,BRAND_E57A_COUNTRY_4D48,2023-03-01,2022-12-01
1436,BRAND_E57A_COUNTRY_4D48,2023-04-01,2022-12-01
1437,BRAND_E57A_COUNTRY_4D48,2023-05-01,2022-12-01
1438,BRAND_E57A_COUNTRY_4D48,2023-06-01,2022-12-01
1439,BRAND_E57A_COUNTRY_4D48,2023-07-01,2022-12-01
1440,BRAND_E57A_COUNTRY_4D48,2023-08-01,2022-12-01
1441,BRAND_E57A_COUNTRY_4D48,2023-09-01,2022-12-01
1442,BRAND_E57A_COUNTRY_4D48,2023-10-01,2022-12-01
1443,BRAND_E57A_COUNTRY_4D48,2023-11-01,2022-12-01
1444,BRAND_E57A_COUNTRY_4D48,2023-12-01,2022-12-01
1445,BRAND_E57A_COUNTRY_5180,2023-01-01,2022-04-01
1446,BRAND_E57A_COUNTRY_5180,2023-02-01,2022-04-01
1447,BRAND_E57A_COUNTRY_5180,2023-03-01,2022-04-01
1448,BRAND_E57A_COUNTRY_5180,2023-04-01,2022-04-01
1449,BRAND_E57A_COUNTRY_5180,2023-05-01,2022-04-01
1450,BRAND_E57A_COUNTRY_5180,2023-06-01,2022-04-01
1451,BRAND_E57A_COUNTRY_5180,2023-07-01,2022-04-01
1452,BRAND_E57A_COUNTRY_5180,2023-08-01,2022-04-01
1453,BRAND_E57A_COUNTRY_5180,2023-09-01,2022-04-01
1454,BRAND_E57A_COUNTRY_5180,2023-10-01,2022-04-01
1455,BRAND_E57A_COUNTRY_5180,2023-11-01,2022-04-01
1456,BRAND_E57A_COUNTRY_5180,2023-12-01,2022-04-01
1457,BRAND_E57A_COUNTRY_53A5,2023-01-01,2022-03-01
1458,BRAND_E57A_COUNTRY_53A5,2023-02-01,2022-03-01
1459,BRAND_E57A_COUNTRY_53A5,2023-03-01,2022-03-01
1460,BRAND_E57A_COUNTRY_53A5,2023-04-01,2022-03-01
1461,BRAND_E57A_COUNTRY_53A5,2023-05-01,2022-03-01
1462,BRAND_E57A_COUNTRY_53A5,2023-06-01,2022-03-01
1463,BRAND_E57A_COUNTRY_53A5,2023-07-01,2022-03-01
1464,BRAND_E57A_COUNTRY_53A5,2023-08-01,2022-03-01
1465,BRAND_E57A_COUNTRY_53A5,2023-09-01,2022-03-01
1466,BRAND_E57A_COUNTRY_53A5,2023-10-01,2022-03-01
1467,BRAND_E57A_COUNTRY_53A5,2023-11-01,2022-03-01
1468,BRAND_E57A_COUNTRY_53A5,2023-12-01,2022-03-01
1469,BRAND_E57A_COUNTRY_6C16,2023-01-01,2022-09-01
1470,BRAND_E57A_COUNTRY_6C16,2023-02-01,2022-09-01
1471,BRAND_E57A_COUNTRY_6C16,2023-03-01,2022-09-01
1472,BRAND_E57A_COUNTRY_6C16,2023-04-01,2022-09-01
1473,BRAND_E57A_COUNTRY_6C16,2023-05-01,2022-09-01
1474,BRAND_E57A_COUNTRY_6C16,2023-06-01,2022-09-01
1475,BRAND_E57A_COUNTRY_6C16,2023-07-01,2022-09-01
1476,BRAND_E57A_COUNTRY_6C16,2023-08-01,2022-09-01
1477,BRAND_E57A_COUNTRY_6C16,2023-09-01,2022-09-01
1478,BRAND_E57A_COUNTRY_6C16,2023-10-01,2022-09-01
1479,BRAND_E57A_COUNTRY_6C16,2023-11-01,2022-09-01
1480,BRAND_E57A_COUNTRY_6C16,2023-12-01,2022-09-01
1481,BRAND_E57A_COUNTRY_6F78,2023-01-01,2022-04-01
1482,BRAND_E57A_COUNTRY_6F78,2023-02-01,2022-04-01
1483,BRAND_E57A_COUNTRY_6F78,2023-03-01,2022-04-01
1484,BRAND_E57A_COUNTRY_6F78,2023-04-01,2022-04-01
1485,BRAND_E57A_COUNTRY_6F78,2023-05-01,2022-04-01
1486,BRAND_E57A_COUNTRY_6F78,2023-06-01,2022-04-01
1487,BRAND_E57A_COUNTRY_6F78,2023-07-01,2022-04-01
1488,BRAND_E57A_COUNTRY_6F78,2023-08-01,2022-04-01
1489,BRAND_E57A_COUNTRY_6F78,2023-09-01,2022-04-01
1490,BRAND_E57A_COUNTRY_6F78,2023-10-01,2022-04-01
1491,BRAND_E57A_COUNTRY_6F78,2023-11-01,2022-04-01
1492,BRAND_E57A_COUNTRY_6F78,2023-12-01,2022-04-01
1493,BRAND_E57A_COUNTRY_88A3,2023-01-01,2022-09-01
1494,BRAND_E57A_COUNTRY_88A3,2023-02-01,2022-09-01
1495,BRAND_E57A_COUNTRY_88A3,2023-03-01,2022-09-01
1496,BRAND_E57A_COUNTRY_88A3,2023-04-01,2022-09-01
1497,BRAND_E57A_COUNTRY_88A3,2023-05-01,2022-09-01
1498,BRAND_E57A_COUNTRY_88A3,2023-06-01,2022-09-01
1499,BRAND_E57A_COUNTRY_88A3,2023-07-01,2022-09-01
1500,BRAND_E57A_COUNTRY_88A3,2023-08-01,2022-09-01
1501,BRAND_E57A_COUNTRY_88A3,2023-09-01,2022-09-01
1502,BRAND_E57A_COUNTRY_88A3,2023-10-01,2022-09-01
1503,BRAND_E57A_COUNTRY_88A3,2023-11-01,2022-09-01
1504,BRAND_E57A_COUNTRY_88A3,2023-12-01,2022-09-01
1505,BRAND_E57A_COUNTRY_8B47,2023-03-01,2023-03-01
1506,BRAND_E57A_COUNTRY_8B47,2023-04-01,2023-03-01
1507,BRAND_E57A_COUNTRY_8B47,2023-05-01,2023-03-01
1508,BRAND_E57A_COUNTRY_8B47,2023-06-01,2023-03-01
1509,BRAND_E57A_COUNTRY_8B47,2023-07-01,2023-03-01
1510,BRAND_E57A_COUNTRY_8B47,2023-08-01,2023-03-01
1511,BRAND_E57A_COUNTRY_8B47,2023-09-01,2023-03-01
1512,BRAND_E57A_COUNTRY_8B47,2023-10-01,2023-03-01
1513,BRAND_E57A_COUNTRY_8B47,2023-11-01,2023-03-01
1514,BRAND_E57A_COUNTRY_8B47,2023-12-01,2023-03-01
1515,BRAND_E57A_COUNTRY_9488,2023-04-01,2023-04-01
1516,BRAND_E57A_COUNTRY_9488,2023-05-01,2023-04-01
1517,BRAND_E57A_COUNTRY_9488,2023-06-01,2023-04-01
1518,BRAND_E57A_COUNTRY_9488,2023-07-01,2023-04-01
1519,BRAND_E57A_COUNTRY_9488,2023-08-01,2023-04-01
1520,BRAND_E57A_COUNTRY_9488,2023-09-01,2023-04-01
1521,BRAND_E57A_COUNTRY_9488,2023-10-01,2023-04-01
1522,BRAND_E57A_COUNTRY_9488,2023-11-01,2023-04-01
1523,BRAND_E57A_COUNTRY_9488,2023-12-01,2023-04-01
1524,BRAND_E57A_COUNTRY_9891,2023-01-01,2022-02-01
1525,BRAND_E57A_COUNTRY_9891,2023-02-01,2022-02-01
1526,BRAND_E57A_COUNTRY_9891,2023-03-01,2022-02-01
1527,BRAND_E57A_COUNTRY_9891,2023-04-01,2022-02-01
1528,BRAND_E57A_COUNTRY_9891,2023-05-01,2022-02-01
1529,BRAND_E57A_COUNTRY_9891,2023-06-01,2022-02-01
1530,BRAND_E57A_COUNTRY_9891,2023-07-01,2022-02-01
1531,BRAND_E57A_COUNTRY_9891,2023-08-01,2022-02-01
1532,BRAND_E57A_COUNTRY_9891,2023-09-01,2022-02-01
1533,BRAND_E57A_COUNTRY_9891,2023-10-01,2022-02-01
1534,BRAND_E57A_COUNTRY_9891,2023-11-01,2022-02-01
1535,BRAND_E57A_COUNTRY_9891,2023-12-01,2022-02-01
1536,BRAND_E57A_COUNTRY_D5B9,2023-01-01,2022-01-01
1537,BRAND_E57A_COUNTRY_D5B9,2023-02-01,2022-01-01
1538,BRAND_E57A_COUNTRY_D5B9,2023-03-01,2022-01-01
1539,BRAND_E57A_COUNTRY_D5B9,2023-04-01,2022-01-01
1540,BRAND_E57A_COUNTRY_D5B9,2023-05-01,2022-01-01
1541,BRAND_E57A_COUNTRY_D5B9,2023-06-01,2022-01-01
1542,BRAND_E57A_COUNTRY_D5B9,2023-07-01,2022-01-01
1543,BRAND_E57A_COUNTRY_D5B9,2023-08-01,2022-01-01
1544,BRAND_E57A_COUNTRY_D5B9,2023-09-01,2022-01-01
1545,BRAND_E57A_COUNTRY_D5B9,2023-10-01,2022-01-01
1546,BRAND_E57A_COUNTRY_D5B9,2023-11-01,2022-01-01
1547,BRAND_E57A_COUNTRY_D5B9,2023-12-01,2022-01-01
1548,BRAND_E57A_COUNTRY_EA71,2023-01-01,2022-10-01
1549,BRAND_E57A_COUNTRY_EA71,2023-02-01,2022-10-01
1550,BRAND_E57A_COUNTRY_EA71,2023-03-01,2022-10-01
1551,BRAND_E57A_COUNTRY_EA71,2023-04-01,2022-10-01
1552,BRAND_E57A_COUNTRY_EA71,2023-05-01,2022-10-01
1553,BRAND_E57A_COUNTRY_EA71,2023-06-01,2022-10-01
1554,BRAND_E57A_COUNTRY_EA71,2023-07-01,2022-10-01
1555,BRAND_E57A_COUNTRY_EA71,2023-08-01,2022-10-01
1556,BRAND_E57A_COUNTRY_EA71,2023-09-01,2022-10-01
1557,BRAND_E57A_COUNTRY_EA71,2023-10-01,2022-10-01
1558,BRAND_E57A_COUNTRY_EA71,2023-11-01,2022-10-01
1559,BRAND_E57A_COUNTRY_EA71,2023-12-01,2022-10-01
1560,BRAND_E9AB_COUNTRY_5A54,2023-01-01,2022-11-01
1561,BRAND_E9AB_COUNTRY_5A54,2023-02-01,2022-11-01
1562,BRAND_E9AB_COUNTRY_5A54,2023-03-01,2022-11-01
1563,BRAND_E9AB_COUNTRY_5A54,2023-04-01,2022-11-01
1564,BRAND_E9AB_COUNTRY_5A54,2023-05-01,2022-11-01
1565,BRAND_E9AB_COUNTRY_5A54,2023-06-01,2022-11-01
1566,BRAND_E9AB_COUNTRY_5A54,2023-07-01,2022-11-01
1567,BRAND_E9AB_COUNTRY_5A54,2023-08-01,2022-11-01
1568,BRAND_E9AB_COUNTRY_5A54,2023-09-01,2022-11-01
1569,BRAND_E9AB_COUNTRY_5A54,2023-10-01,2022-11-01
1570,BRAND_E9AB_COUNTRY_5A54,2023-11-01,2022-11-01
1571,BRAND_E9AB_COUNTRY_5A54,2023-12-01,2022-11-01
1572,BRAND_E9AB_COUNTRY_8DBB,2023-08-01,2023-08-01
1573,BRAND_E9AB_COUNTRY_8DBB,2023-09-01,2023-08-01
1574,BRAND_E9AB_COUNTRY_8DBB,2023-10-01,2023-08-01
1575,BRAND_E9AB_COUNTRY_8DBB,2023-11-01,2023-08-01
1576,BRAND_E9AB_COUNTRY_8DBB,2023-12-01,2023-08-01
1577,BRAND_E9AB_COUNTRY_C89B,2023-08-01,2023-08-01
1578,BRAND_E9AB_COUNTRY_C89B,2023-09-01,2023-08-01
1579,BRAND_E9AB_COUNTRY_C89B,2023-10-01,2023-08-01
1580,BRAND_E9AB_COUNTRY_C89B,2023-11-01,2023-08-01
1581,BRAND_E9AB_COUNTRY_C89B,2023-12-01,2023-08-01
1582,BRAND_ED43_COUNTRY_7D31,2023-01-01,2022-10-01
1583,BRAND_ED43_COUNTRY_7D31,2023-02-01,2022-10-01
1584,BRAND_ED43_COUNTRY_7D31,2023-03-01,2022-10-01
1585,BRAND_ED43_COUNTRY_7D31,2023-04-01,2022-10-01
1586,BRAND_ED43_COUNTRY_7D31,2023-05-01,2022-10-01
1587,BRAND_ED43_COUNTRY_7D31,2023-06-01,2022-10-01
1588,BRAND_ED43_COUNTRY_7D31,2023-07-01,2022-10-01
1589,BRAND_ED43_COUNTRY_7D31,2023-08-01,2022-10-01
1590,BRAND_ED43_COUNTRY_7D31,2023-09-01,2022-10-01
1591,BRAND_ED43_COUNTRY_7D31,2023-10-01,2022-10-01
1592,BRAND_ED43_COUNTRY_7D31,2023-11-01,2022-10-01
1593,BRAND_ED43_COUNTRY_7D31,2023-12-01,2022-10-01
1594,BRAND_F649_COUNTRY_1033,2023-01-01,2022-02-01
1595,BRAND_F649_COUNTRY_1033,2023-02-01,2022-02-01
1596,BRAND_F649_COUNTRY_1033,2023-03-01,2022-02-01
1597,BRAND_F649_COUNTRY_1033,2023-04-01,2022-02-01
1598,BRAND_F649_COUNTRY_1033,2023-05-01,2022-02-01
1599,BRAND_F649_COUNTRY_1033,2023-06-01,2022-02-01
1600,BRAND_F649_COUNTRY_1033,2023-07-01,2022-02-01
1601,BRAND_F649_COUNTRY_1033,2023-08-01,2022-02-01
1602,BRAND_F649_COUNTRY_1033,2023-09-01,2022-02-01
1603,BRAND_F649_COUNTRY_1033,2023-10-01,2022-02-01
1604,BRAND_F649_COUNTRY_1033,2023-11-01,2022-02-01
1605,BRAND_F649_COUNTRY_1033,2023-12-01,2022-02-01
1606,BRAND_F649_COUNTRY_221C,2023-06-01,2023-06-01
1607,BRAND_F649_COUNTRY_221C,2023-07-01,2023-06-01
1608,BRAND_F649_COUNTRY_221C,2023-08-01,2023-06-01
1609,BRAND_F649_COUNTRY_221C,2023-09-01,2023-06-01
1610,BRAND_F649_COUNTRY_221C,2023-10-01,2023-06-01
1611,BRAND_F649_COUNTRY_221C,2023-11-01,2023-06-01
1612,BRAND_F649_COUNTRY_221C,2023-12-01,2023-06-01
1613,BRAND_F649_COUNTRY_2E65,2023-01-01,2022-02-01
1614,BRAND_F649_COUNTRY_2E65,2023-02-01,2022-02-01
1615,BRAND_F649_COUNTRY_2E65,2023-03-01,2022-02-01
1616,BRAND_F649_COUNTRY_2E65,2023-04-01,2022-02-01
1617,BRAND_F649_COUNTRY_2E65,2023-05-01,2022-02-01
1618,BRAND_F649_COUNTRY_2E65,2023-06-01,2022-02-01
1619,BRAND_F649_COUNTRY_2E65,2023-07-01,2022-02-01
1620,BRAND_F649_COUNTRY_2E65,2023-08-01,2022-02-01
1621,BRAND_F649_COUNTRY_2E65,2023-09-01,2022-02-01
1622,BRAND_F649_COUNTRY_2E65,2023-10-01,2022-02-01
1623,BRAND_F649_COUNTRY_2E65,2023-11-01,2022-02-01
1624,BRAND_F649_COUNTRY_2E65,2023-12-01,2022-02-01
1625,BRAND_F649_COUNTRY_4D48,2023-01-01,2022-11-01
1626,BRAND_F649_COUNTRY_4D48,2023-02-01,2022-11-01
1627,BRAND_F649_COUNTRY_4D48,2023-03-01,2022-11-01
1628,BRAND_F649_COUNTRY_4D48,2023-04-01,2022-11-01
1629,BRAND_F649_COUNTRY_4D48,2023-05-01,2022-11-01
1630,BRAND_F649_COUNTRY_4D48,2023-06-01,2022-11-01
1631,BRAND_F649_COUNTRY_4D48,2023-07-01,2022-11-01
1632,BRAND_F649_COUNTRY_4D48,2023-08-01,2022-11-01
1633,BRAND_F649_COUNTRY_4D48,2023-09-01,2022-11-01
1634,BRAND_F649_COUNTRY_4D48,2023-10-01,2022-11-01
1635,BRAND_F649_COUNTRY_4D48,2023-11-01,2022-11-01
1636,BRAND_F649_COUNTRY_4D48,2023-12-01,2022-11-01
1637,BRAND_F649_COUNTRY_5180,2023-01-01,2022-03-01
1638,BRAND_F649_COUNTRY_5180,2023-02-01,2022-03-01
1639,BRAND_F649_COUNTRY_5180,2023-03-01,2022-03-01
1640,BRAND_F649_COUNTRY_5180,2023-04-01,2022-03-01
1641,BRAND_F649_COUNTRY_5180,2023-05-01,2022-03-01
1642,BRAND_F649_COUNTRY_5180,2023-06-01,2022-03-01
1643,BRAND_F649_COUNTRY_5180,2023-07-01,2022-03-01
1644,BRAND_F649_COUNTRY_5180,2023-08-01,2022-03-01
1645,BRAND_F649_COUNTRY_5180,2023-09-01,2022-03-01
1646,BRAND_F649_COUNTRY_5180,2023-10-01,2022-03-01
1647,BRAND_F649_COUNTRY_5180,2023-11-01,2022-03-01
1648,BRAND_F649_COUNTRY_5180,2023-12-01,2022-03-01
1649,BRAND_F649_COUNTRY_5A54,2023-01-01,2022-02-01
1650,BRAND_F649_COUNTRY_5A54,2023-02-01,2022-02-01
1651,BRAND_F649_COUNTRY_5A54,2023-03-01,2022-02-01
1652,BRAND_F649_COUNTRY_5A54,2023-04-01,2022-02-01
1653,BRAND_F649_COUNTRY_5A54,2023-05-01,2022-02-01
1654,BRAND_F649_COUNTRY_5A54,2023-06-01,2022-02-01
1655,BRAND_F649_COUNTRY_5A54,2023-07-01,2022-02-01
1656,BRAND_F649_COUNTRY_5A54,2023-08-01,2022-02-01
1657,BRAND_F649_COUNTRY_5A54,2023-09-01,2022-02-01
1658,BRAND_F649_COUNTRY_5A54,2023-10-01,2022-02-01
1659,BRAND_F649_COUNTRY_5A54,2023-11-01,2022-02-01
1660,BRAND_F649_COUNTRY_5A54,2023-12-01,2022-02-01
1661,BRAND_F649_COUNTRY_89F9,2023-01-01,2022-10-01
1662,BRAND_F649_COUNTRY_89F9,2023-02-01,2022-10-01
1663,BRAND_F649_COUNTRY_89F9,2023-03-01,2022-10-01
1664,BRAND_F649_COUNTRY_89F9,2023-04-01,2022-10-01
1665,BRAND_F649_COUNTRY_89F9,2023-05-01,2022-10-01
1666,BRAND_F649_COUNTRY_89F9,2023-06-01,2022-10-01
1667,BRAND_F649_COUNTRY_89F9,2023-07-01,2022-10-01
1668,BRAND_F649_COUNTRY_89F9,2023-08-01,2022-10-01
1669,BRAND_F649_COUNTRY_89F9,2023-09-01,2022-10-01
1670,BRAND_F649_COUNTRY_89F9,2023-10-01,2022-10-01
1671,BRAND_F649_COUNTRY_89F9,2023-11-01,2022-10-01
1672,BRAND_F649_COUNTRY_89F9,2023-12-01,2022-10-01
1673,BRAND_F649_COUNTRY_907E,2023-01-01,2022-05-01
1674,BRAND_F649_COUNTRY_907E,2023-02-01,2022-05-01
1675,BRAND_F649_COUNTRY_907E,2023-03-01,2022-05-01
1676,BRAND_F649_COUNTRY_907E,2023-04-01,2022-05-01
1677,BRAND_F649_COUNTRY_907E,2023-05-01,2022-05-01
1678,BRAND_F649_COUNTRY_907E,2023-06-01,2022-05-01
1679,BRAND_F649_COUNTRY_907E,2023-07-01,2022-05-01
1680,BRAND_F649_COUNTRY_907E,2023-08-01,2022-05-01
1681,BRAND_F649_COUNTRY_907E,2023-09-01,2022-05-01
1682,BRAND_F649_COUNTRY_907E,2023-10-01,2022-05-01
1683,BRAND_F649_COUNTRY_907E,2023-11-01,2022-05-01
1684,BRAND_F649_COUNTRY_907E,2023-12-01,2022-05-01
1685,BRAND_F649_COUNTRY_9488,2023-11-01,2023-11-01
1686,BRAND_F649_COUNTRY_9488,2023-12-01,2023-11-01
1687,BRAND_F649_COUNTRY_A67D,2023-01-01,2022-05-01
1688,BRAND_F649_COUNTRY_A67D,2023-02-01,2022-05-01
1689,BRAND_F649_COUNTRY_A67D,2023-03-01,2022-05-01
1690,BRAND_F649_COUNTRY_A67D,2023-04-01,2022-05-01
1691,BRAND_F649_COUNTRY_A67D,2023-05-01,2022-05-01
1692,BRAND_F649_COUNTRY_A67D,2023-06-01,2022-05-01
1693,BRAND_F649_COUNTRY_A67D,2023-07-01,2022-05-01
1694,BRAND_F649_COUNTRY_A67D,2023-08-01,2022-05-01
1695,BRAND_F649_COUNTRY_A67D,2023-09-01,2022-05-01
1696,BRAND_F649_COUNTRY_A67D,2023-10-01,2022-05-01
1697,BRAND_F649_COUNTRY_A67D,2023-11-01,2022-05-01
1698,BRAND_F649_COUNTRY_A67D,2023-12-01,2022-05-01
1699,BRAND_F649_COUNTRY_C8F4,2023-05-01,2023-05-01
1700,BRAND_F649_COUNTRY_C8F4,2023-06-01,2023-05-01
1701,BRAND_F649_COUNTRY_C8F4,2023-07-01,2023-05-01
1702,BRAND_F649_COUNTRY_C8F4,2023-08-01,2023-05-01
1703,BRAND_F649_COUNTRY_C8F4,2023-09-01,2023-05-01
1704,BRAND_F649_COUNTRY_C8F4,2023-10-01,2023-05-01
1705,BRAND_F649_COUNTRY_C8F4,2023-11-01,2023-05-01
1706,BRAND_F649_COUNTRY_C8F4,2023-12-01,2023-05-01
1707,BRAND_F649_COUNTRY_D5B9,2023-05-01,2023-05-01
1708,BRAND_F649_COUNTRY_D5B9,2023-06-01,2023-05-01
1709,BRAND_F649_COUNTRY_D5B9,2023-07-01,2023-05-01
1710,BRAND_F649_COUNTRY_D5B9,2023-08-01,2023-05-01
1711,BRAND_F649_COUNTRY_D5B9,2023-09-01,2023-05-01
1712,BRAND_F649_COUNTRY_D5B9,2023-10-01,2023-05-01
1713,BRAND_F649_COUNTRY_D5B9,2023-11-01,2023-05-01
1714,BRAND_F649_COUNTRY_D5B9,2023-12-01,2023-05-01
1715,BRAND_F649_COUNTRY_EA71,2023-01-01,2022-03-01
1716,BRAND_F649_COUNTRY_EA71,2023-02-01,2022-03-01
1717,BRAND_F649_COUNTRY_EA71,2023-03-01,2022-03-01
1718,BRAND_F649_COUNTRY_EA71,2023-04-01,2022-03-01
1719,BRAND_F649_COUNTRY_EA71,2023-05-01,2022-03-01
1720,BRAND_F649_COUNTRY_EA71,2023-06-01,2022-03-01
1721,BRAND_F649_COUNTRY_EA71,2023-07-01,2022-03-01
1722,BRAND_F649_COUNTRY_EA71,2023-08-01,2022-03-01
1723,BRAND_F649_COUNTRY_EA71,2023-09-01,2022-03-01
1724,BRAND_F649_COUNTRY_EA71,2023-10-01,2022-03-01
1725,BRAND_F649_COUNTRY_EA71,2023-11-01,2022-03-01
1726,BRAND_F649_COUNTRY_EA71,2023-12-01,2022-03-01
1727,BRAND_F649_COUNTRY_FA79,2023-01-01,2022-12-01
1728,BRAND_F649_COUNTRY_FA79,2023-02-01,2022-12-01
1729,BRAND_F649_COUNTRY_FA79,2023-03-01,2022-12-01
1730,BRAND_F649_COUNTRY_FA79,2023-04-01,2022-12-01
1731,BRAND_F649_COUNTRY_FA79,2023-05-01,2022-12-01
1732,BRAND_F649_COUNTRY_FA79,2023-06-01,2022-12-01
1733,BRAND_F649_COUNTRY_FA79,2023-07-01,2022-12-01
1734,BRAND_F649_COUNTRY_FA79,2023-08-01,2022-12-01
1735,BRAND_F649_COUNTRY_FA79,2023-09-01,2022-12-01
1736,BRAND_F649_COUNTRY_FA79,2023-10-01,2022-12-01
1737,BRAND_F649_COUNTRY_FA79,2023-11-01,2022-12-01
1738,BRAND_F649_COUNTRY_FA79,2023-12-01,2022-12-01
1739,BRAND_FB57_COUNTRY_907E,2023-01-01,2022-11-01
1740,BRAND_FB57_COUNTRY_907E,2023-02-01,2022-11-01
1741,BRAND_FB57_COUNTRY_907E,2023-03-01,2022-11-01
1742,BRAND_FB57_COUNTRY_907E,2023-04-01,2022-11-01
1743,BRAND_FB57_COUNTRY_907E,2023-05-01,2022-11-01
1744,BRAND_FB57_COUNTRY_907E,2023-06-01,2022-11-01
1745,BRAND_FB57_COUNTRY_907E,2023-07-01,2022-11-01
1746,BRAND_FB57_COUNTRY_907E,2023-08-01,2022-11-01
1747,BRAND_FB57_COUNTRY_907E,2023-09-01,2022-11-01
1748,BRAND_FB57_COUNTRY_907E,2023-10-01,2022-11-01
1749,BRAND_FB57_COUNTRY_907E,2023-11-01,2022-11-01
1750,BRAND_FB57_COUNTRY_907E,2023-12-01,2022-11-01
1751,BRAND_FB69_COUNTRY_4D48,2023-01-01,2022-10-01
1752,BRAND_FB69_COUNTRY_4D48,2023-02-01,2022-10-01
1753,BRAND_FB69_COUNTRY_4D48,2023-03-01,2022-10-01
1754,BRAND_FB69_COUNTRY_4D48,2023-04-01,2022-10-01
1755,BRAND_FB69_COUNTRY_4D48,2023-05-01,2022-10-01
1756,BRAND_FB69_COUNTRY_4D48,2023-06-01,2022-10-01
1757,BRAND_FB69_COUNTRY_4D48,2023-07-01,2022-10-01
1758,BRAND_FB69_COUNTRY_4D48,2023-08-01,2022-10-01
1759,BRAND_FB69_COUNTRY_4D48,2023-09-01,2022-10-01
1760,BRAND_FB69_COUNTRY_4D48,2023-10-01,2022-10-01
1761,BRAND_FB69_COUNTRY_4D48,2023-11-01,2022-10-01
1762,BRAND_FB69_COUNTRY_4D48,2023-12-01,2022-10-01
1763,BRAND_FEAE_COUNTRY_77DA,2023-07-01,2023-07-01
1764,BRAND_FEAE_COUNTRY_77DA,2023-08-01,2023-07-01
1765,BRAND_FEAE_COUNTRY_77DA,2023-09-01,2023-07-01
1766,BRAND_FEAE_COUNTRY_77DA,2023-10-01,2023-07-01
1767,BRAND_FEAE_COUNTRY_77DA,2023-11-01,2023-07-01
1768,BRAND_FEAE_COUNTRY_77DA,2023-12-01,2023-07-01
